Delegator Address,Validator Address,Staked Amount
0xfa3abe5581345b215213585ed2acd3e66d2f447e,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,100000000000000000000
0xb70e3cd5b605a0e23ad873742acae88e1e961058,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,588243301990000000000
0x219ff4fd3706de86d1d7049edb62db658ef0ede1,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,250000000000000000000
0x8e14ad65c32f362a2bef8baa13dd639f0417108a,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,101000000000000000000
0xae787e1ca57a68d600fb2a734fd699a300c5e570,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1510234782218895969488
0xac845951017754a8295a2c0f9f1beff739edad3b,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,220000000000000000000
0x2ee35a434415f187ac08e9635f7cd48bb373e0d6,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,101777000000000000000
0x4e0da4f9b0c426a2663f8e160a283b925c6abaec,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,101888000000000000000
0x4c06788d1439742b3e042229735e2008dc3e4924,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,13030000000000000000
0xbe7e0bcd969074df5afc7b61d1636d3f81b74198,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,12929085000000000000
0x0d95b89f5956ff8b03e4e0fc965702a41953991c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1000000000000000000
0x20b749f119bb24f5bc7ed4f050756ff525fad1a2,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10000000000000000000
0x4d66b2cda94387ba030ac917efc64eda9553c232,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10000000000000000000
0x9f56cab8fe6fbb38c80dee6bde1aeccefcdb2ff6,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,90000000000000000000
0xe7f6074133b1c7b790ce8dedffe84194a868bafb,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,80000000000000000000
0x7c6b1a8b339d1ee29186f63df5021f17c0eb93cd,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,50000000000000000000
0x4eaad3fb7a158825e551f35f5b20442e20540aed,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,11510000000000000000
0xd359733cd35e28cbabc616d242ec040197c80767,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,13100000000000000000
0x57857414a23fc77f83e41c41a63305a98561d547,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,3812300000000000000000
0xa6f2f6021a4c76ff1f94ec89bf5d4d38b5e4b67c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,3730000000000000000
0xd8f536b0c417a6810f3bae36a7b8b0c411929603,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,2201456934743157969380
0xcc9239a18d0b328e16d690aad427a68309927143,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,150000000000000000000
0x4c8b150d15a4cc8cf392cc87e0ff96d27c9c928a,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,54138681692854819758
0x4fda45483ce1db994f74ffb2a10cf7a0b0efe0ce,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,300000000000000000000
0x0f38e9f089a84814bc7de6fabcdf7096953227f6,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1500000000000000000000
0x0b70f808a2193d5f92e788a7a7266534cf30cdee,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,100000000000000000000
0x181e58e80288ddda60d9b3b086c3a30255f4b867,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,5000000000000000000000
0x0f14af70d8982196f3014d243c7af859cdb8501c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,2499995150328574720247
0xaa2e467a7adc1fbd221bae44839c27c85997a1f7,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,28896617920955004427
0xa8e4dd6008e3f508e4f400a475bdbbb1fcecf734,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,4029922382508272664000
0x93de133d5f4c80414c56ad29ab7daf4385fdce38,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,480000000000000000000
0xbe52d34f40f36220ef7305579b2b359750ecc45d,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,5000000000000000000
0x6f10f40627e6947de92f4b8a0266cefd0959642d,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,29156952735526477057
0xe5d64f0cab1825c320ec8a2e0139e4a1f04fd50c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,160000000000000000000
0xf49e976d03101ead7d4d8b8549f9ceba68a83e76,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,101946047935782258639
0x68c584e06d286ba210ab5b5991718075dad4aa71,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,320000000000000000000
0xf8a67e9fd07407e6654539dbbd3803d8af2c37c8,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,63988116811000000626
0xac3800ef6f2bc6fb645d22140fc460ae931c9876,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,20000000000000000000
0x8757a7421b5d5500c20c55fb64b5f3d5ee07a5fc,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,510000000000000000000
0x9c3c9141a40d9d31267297a3d65393cac1331d48,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,35000000000000000000
0x362e4c58a89608589a038129827d302012e7a553,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10400000000000000000
0xf8576d415139f755f7aa3cb0cc294c8a3c4b69f7,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10500000000000000000
0x778a413bbfa9ce4607b5f8ff54fd3f15e30e099c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,300000000000000000000
0x387bf38166f4e1db7bcb67d8b1b3cabf837661db,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10400000000000000000
0xd9534fe06910d45f95d17d2ce33c047c97612a78,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10500000000000000000
0xb99d5c6edd2617fc3624800fb49356543957f560,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10500000000000000000
0x1aae185b3fcf3703523595c1cc9c9dff5134fd5f,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10400000000000000000
0xe226311062ad10510f566ba687c28ab29c1ac6be,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10400000000000000000
0xc553cde02d891dcc4f3c21c2d154b8fbc4d107e3,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10400000000000000000
0xcd02612c03e0373a6cfc5a68fefabe773eb3ed50,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10500000000000000000
