Delegator Address,Validator Address,Staked Amount
0x2286373544af56ce40b092cdbb5e99942f284b06,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,780313317125877340356
0xe04a7ec2bc9f87062a9076cc576848f28b09a718,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,1000000000000000000000
0x6f6c71982640086c47c088c3a59df86a0190fa79,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,245000000000000000000
0x948bdb81d870131c4371e2f5328c37c70bad6bf6,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,435249884734908908643
0x23315b91ddb04df7cd2980eaef3823097ab4b09e,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,50000000000000000000
0xc31267331a65c85a58ae665c392203faae4b925a,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,160000000000000000000
0x1f4cdc9a27f1a7d23a099ce9c983f46cb26c2066,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,333000000000000000000
0x02836137a7dd87461f02d3eb39a74990f589f59c,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,15010000000000000000
0xa2566bc481727a230511b70a42cadd994fcb6eea,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,21860000000000000000
0x09b3401a5d70c62b881640e400b60dc2ba08a0a7,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,106000000000000000000
0x57d28355d058379fa23041608c7b900955871c0b,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,1002496789274319780623
0xc09baab7e61406a6ef6d203847b7a8f0c856eefe,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,1010965734912545506468
0x2b823bb194fffdb8010397cf7e9f036739660711,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,1006933232764166683686
0xe1947bf61124d7edcbf75208732d9f1b1868593c,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,1000000000000000000000
0x9f1dc56484130de7b45b208f5b08c64a27a76758,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,7000000000000000000000
0xe5078cc566b4746d4d4546be58a911840bd24e63,0x829dbdfeb7b74bb1e2625ee8c0f8d5413b320c53,100000000000000000000
