Delegator Address,Validator Address,Staked Amount
0x0e79c1e2e8bbe0ded65782924467f0e2217e6ff4,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,50000000000000000000
0x996ed9dc06142c4aa94ae2484dc14e90c827d64c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,280000000000000000000
0xaa9b9159d35a2d83f9932e2c10d95e71e9a055a0,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,300000000000000000000
0xd623311657b257009809421fbd7f38473f460322,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,2000000000000000000
0x67eb4746f02211109f8da2acf3096d1e581dd79c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,400000000000000000000
0x99530bca2cad3a207b170b7f91ce003ece099cca,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1059670000000000000000
0x2fe01318c53f3ef2b63a10f6ff9a7e603b1c94b8,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,14000000000000000000
0x889eb84d28bd73acecf4cf64b6660fbdbe2e43bf,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1000000000000000000
0x67c37e42f5493a7b381fdca98bc5ca7ed063293f,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,26220000000000000000
0x75624dc88d0943ffbd83006a91d3fc537b80ab94,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,351550000000000000000
0x5e6585683bbf05ea9d068e9170852a9212450e57,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,250000000000000000000
0x93fee776c643ece0605138641d2b646b39a2adfa,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,46000000000000000000
0x26ec7b0df172bcae3ce38335a43c5cb9cd739a26,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,900000000000000000000
0x37cea8cee2d419db626e0b8ad72a8c6d86c8c444,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,30810729703391599891
0x09c38513e0b9921c83d1a718737abfa29fc6c69c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,580000000000000000000
0x7a1da9e7abb51292fad06acd6ba66a183f558ec7,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,502500000000000000000
0x6c6252a425157f0373caa6491e11935d49bd5c2f,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,8000000000000000000
0xb96db271ca37b04157c0f7c75fbe981c409ee692,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10000000000000000000
0x03d5daa0a117c4f9f596617132e92a976c9d1dbe,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,30000000000000000000
0x09679eae2cedba0c95e1d7568a879c879749a031,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,14700000000000000000
0x1ede4140a18da63a49e1675995641d7c8ea92f19,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,400000000000000000000
0x78105de7a67611e8fbe687798a854388090589ce,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,468148066060000000000
0x315ab61fd2f9d879a48548ca3510bbbb03ba49c6,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,40000000000000000000
0xac7b114ddcf452c7399b974d8ce34f35255da0bc,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,15000000000000000000
0x98ae8d7f079ca44dd065534b0ba7e1083b6d3d32,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10885000000000000000000
0x3e13fa90a9c93e977436e6beedfea34929905208,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,28713000000000000000000
0x296188d4d0fe6ebcf3a906fc863d510e5fe34b24,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,30000000000000000000
0x0171b0b27d6415ab62e190c984a6460222451ff3,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10000000000000000000
0x0865341d1d8daf050f7528370e303147bc781859,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,50000000000000000000
0x49189f80af354e86845987306bac0502368e4b86,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,2412000000000000000000
0xcb6fa6e18880fdc612f2d4ee97ee7e44dbdb8888,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1672000000000000000000
0x5650e6f88495b5c446d3f66c4421af0666cfc62a,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,2000000000000000000
0xc1cfb2e81964c545ffb6f42281ef94fceb715f32,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,201000000000000000000
0x4dc97f76ac12699f74ea25039409ff8c42a3f70b,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,225000000000000000000
0x7a6fb9d73b1bfb68bee281325a1cac08507861af,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,8500000000000000000
0xc59ac0d00caa51d5516266d6700ef2d2778b2bed,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,19009413995763602988
0x40d7cdb198e91a0ecd04778722edc99c0d1cc18d,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1823381797460791705
0xc9a76b4e1c1654098785fa721486fc1a6fbee6c0,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,100000000000000000000
0x9ccd9d67dfba5a36be5dbd4c16ae90c1784b20c2,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1985299681758430480
0xaa275fa745d8b412f2cdb9d2af11a7518b4894c9,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,101000000000000000000
0xf0e60390f16e80dd026cd63a74449f65565ddedf,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1500000000000000000000
0x954d5512b94b8b7a73d256451143ed1025122573,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,100000000000000000000
0x7e99ed13bc30de3d63a0b84a5f2aceb5ce3228a5,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1000000000000000000000
0x50a4471ff3ba4c6fd4c3490e318202e40a839533,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,117726525645985983234
0xdd583054a4d47c7bd7c6c782518b6ca5ea0efb61,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,3000000000000000000
0xaceaead7986f2b26cefb07b91a7f107a1c769232,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,40000000000000000000
0x269794a3e2a7822907d67017fe35fb9ffd95d45c,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,50367764249319031710
0xf0bb9c640eecb2a3a1400a78f0324f70abf91301,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,7500000000000000000000
0x17922e73aa104be17694ed313cc985877f0a264a,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,200000000000000000000
0x4b9f9f8a0fefc1bea3c5021776305ce103a0b602,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10000000000000000000
0xcf117d95720b30ffe8d68f49a72621905a34d151,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,5200000000000000000
0xac0e0ee954eac985bf36311f93b314bf9d83f33a,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,50000000000000000000
0x59065602b235d82dad7e18d11e1b650f87903a64,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,50000000000000000000
0x9e6f2069c4d8213f73cf1d17e2ba3c69e17e6131,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,42000000000000000000
0xb83a055f923fb1c978e0db959d862a93471b4b9e,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,101000000000000000000
0x54a7506fec0dc20638ad3fc861b4e987c79b0332,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,51000000000000000000
0xf8fabd8a43c11ff7091248650d8f40e3c655e10d,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,75000000000000000000
0x82e3c6dd0f56aec43cffb232858a65205a4717e5,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10000000000000000000
0x3dfe07e7771196b102e541f60996a8280002be7f,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,100000000000000000000
0x639e620598f43525979494741f5042ce5f7372dd,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,98000000000000000000
0xdec9ef045dac811b177c8537e50994728c998c54,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1000000000000000000000
0x35d23d03728c694f42ab85db12bb9bd8bb6ff10e,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,100000000000000000000
0xa917743c6e96bc07badc5943d453f5fedf6ecc55,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,5865000000000000000000
0x9153b5704d859bb8d056b21fcb65ae06ffe3582b,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,11966259455449921485
0xb2250faf07b0b99bbf8a1cad8dc5de7d3f90d6f2,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,109000000000000000000
0xbe5ab9b99ed64204a5be7658a2777a2107c4c636,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,192000000000000000000
0x22c5abfe85f5e2a83be0e6ae424d0dae7aef7176,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,17152770000000000000
0xde4e52bf61bed160f3baa938b553cdf07876630e,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,50000000000000000000
0x7ac7794ffac4639985e34ba48f5018f2aa0c6dc1,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,250000000000000000000
0xd6f9cdf089e8c88bf8f873b9a49fbf3e377c250e,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,362159123790218166579
0xfa9660ad7008baca829ef7ac1a65da34473358f2,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,10000000000000000000
0x9d1a5cf5c65f1ff2d9c174a16dd1267c97b57bde,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,1550154555940000000000
0x9dd5e688c72c33e35b57558176a839cc0563966a,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,500000000000000000000
0x727357ffa5588c6c557b8a2c9430ffe71f2f348f,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,3000000000000000000
0x10634357e30dbe759f138ee21c163038c0e49cee,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,3000000000000000000
0x306ee113a9829f527f57c920a5d033238022dfa7,0xbc40aaac5f7c95075deff7e7ecab2e0a818f6991,130000000000000000000
